Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency
6591,2024-08-24 16:36:16,Delhi,New Delhi,Telecommunications,NIC,DDoS,3,Medium,VPN Gateway,IBM QRadar,Finance Manager,0.45,28,86,1879963,7286,Threat Hunting,Contained,NCIIPC
6592,2025-01-08 03:09:14,Andhra Pradesh,Tirupati,Government,Apollo Hospitals,Zero-Day Exploit,4,Medium,VPN Gateway,IBM QRadar,Security Analyst,47.88,41,16,2959046,7774,Endpoint Isolation,Mitigated,State Cyber Crime Cell
6593,2024-06-25 04:24:44,Kerala,Thiruvananthapuram,Energy,HDFC Bank,Credential Theft,5,High,Cloud Infrastructure,Splunk Enterprise Security,HR Executive,1.84,141,195,4529614,4168,Backup Restored,Ongoing Investigation,State Cyber Crime Cell
6594,2025-02-16 16:51:51,Maharashtra,Pune,Insurance,Apollo Hospitals,Data Breach,3,Medium,ATM Network,Cisco Secure Endpoint,Database Administrator,59.99,260,100,6350764,2486,Threat Hunting,Mitigated,CERT-In
6595,2024-11-17 05:43:51,Kerala,Kochi,Manufacturing,SBI,Brute Force,2,Medium,ATM Network,CrowdStrike Falcon,Security Analyst,45.42,223,143,934165,7433,Backup Restored,Resolved,State Cyber Crime Cell
6596,2025-10-15 00:41:15,West Bengal,Siliguri,Telecommunications,Infosys,XSS,5,High,ATM Network,IBM QRadar,System Administrator,74.71,718,190,6997131,8878,Firewall Rules Updated,Contained,State Cyber Crime Cell
6597,2024-09-23 02:08:00,Delhi,New Delhi,Manufacturing,HDFC Bank,Business Email Compromise,3,Medium,Database Server,Cisco Secure Endpoint,Employee,49.93,192,57,8611464,4379,MFA Enabled,Resolved,CERT-In
6598,2025-04-05 04:22:21,Delhi,New Delhi,Insurance,NIC,Phishing,4,High,Payment Gateway,Microsoft Defender XDR,HR Executive,56.97,497,157,9884282,2968,Threat Hunting,Recovered,Internal SOC
6599,2025-01-23 10:23:19,Odisha,Cuttack,Banking,NIC,Insider Threat,6,High,File Server,Fortinet FortiGate,Finance Manager,50.0,558,282,2989901,3417,MFA Enabled,Contained,NCIIPC
6600,2024-10-22 06:58:55,Kerala,Kochi,Education,SBI,Brute Force,1,Medium,HRMS,SentinelOne,Security Analyst,31.52,335,149,3091318,2759,Backup Restored,Ongoing Investigation,NCIIPC
6601,2024-08-27 09:43:28,Maharashtra,Nagpur,Insurance,Apollo Hospitals,Malware,9,High,VPN Gateway,CrowdStrike Falcon,System Administrator,73.91,557,267,7571495,3121,MFA Enabled,Recovered,Internal SOC
6602,2025-05-13 15:50:15,Delhi,New Delhi,Retail,SBI,Brute Force,9,High,File Server,CrowdStrike Falcon,Database Administrator,30.4,34,183,9140653,1968,Password Reset,Ongoing Investigation,Internal SOC
6603,2024-12-30 00:43:54,Gujarat,Vadodara,Manufacturing,NPCI,Malware,7,High,Cloud Infrastructure,Fortinet FortiGate,Employee,58.44,493,161,2490833,6490,Firewall Rules Updated,Recovered,State Cyber Crime Cell
6604,2025-03-16 22:33:18,Tamil Nadu,Chennai,IT Services,NPCI,Zero-Day Exploit,10,High,Email Server,SentinelOne,Database Administrator,47.34,711,280,9992349,9730,Endpoint Isolation,Recovered,NCIIPC
6605,2025-03-08 13:03:12,Delhi,New Delhi,Insurance,NIC,Business Email Compromise,3,Medium,ERP System,CrowdStrike Falcon,Employee,2.02,520,267,9076795,5513,MFA Enabled,Contained,Internal SOC
6606,2024-06-30 14:16:28,Telangana,Karimnagar,Insurance,Reliance Retail,Malware,9,High,VPN Gateway,Splunk Enterprise Security,Network Engineer,32.85,229,91,2014427,5594,Backup Restored,Contained,NCIIPC
6607,2025-08-24 19:34:51,Maharashtra,Nagpur,Education,SBI,XSS,5,High,VPN Gateway,Microsoft Sentinel,Network Engineer,56.74,382,255,493564,3199,Network Isolation,Contained,NCIIPC
6608,2024-04-06 18:21:04,Karnataka,Mysuru,Education,Infosys,Credential Theft,10,High,Web Application,Palo Alto Cortex XDR,Finance Manager,54.89,550,247,6895886,1021,MFA Enabled,Recovered,NCIIPC
6609,2024-02-13 01:41:42,Kerala,Kochi,IT Services,Infosys,XSS,9,High,ERP System,SentinelOne,System Administrator,25.81,452,205,6641531,8353,Patch Applied,Ongoing Investigation,Internal SOC
6610,2025-06-01 05:38:11,West Bengal,Kolkata,Government,Wipro,Data Breach,10,High,HRMS,Cisco Secure Endpoint,System Administrator,52.87,475,56,388817,3973,Backup Restored,Recovered,Internal SOC
6611,2024-01-30 10:00:05,Kerala,Thiruvananthapuram,IT Services,LIC,Ransomware,6,High,Email Server,IBM QRadar,System Administrator,34.17,655,144,404113,6911,Endpoint Isolation,Mitigated,NCIIPC
6612,2025-12-01 21:01:23,West Bengal,Kolkata,Insurance,NIC,Credential Theft,10,High,HRMS,Palo Alto Cortex XDR,HR Executive,12.21,229,77,6839622,5484,Password Reset,Resolved,Internal SOC
6613,2025-03-20 11:22:20,West Bengal,Kolkata,Telecommunications,NIC,Credential Theft,6,High,ERP System,Splunk Enterprise Security,HR Executive,34.62,246,180,1454445,3868,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell
6614,2025-10-29 18:20:24,Tamil Nadu,Salem,IT Services,HDFC Bank,Brute Force,4,High,Cloud Infrastructure,Sophos Intercept X,Database Administrator,71.2,311,207,9649747,6750,Firewall Rules Updated,Mitigated,Internal SOC
6615,2024-07-18 13:53:48,Telangana,Karimnagar,Banking,ICICI Bank,Insider Threat,2,High,HRMS,Sophos Intercept X,Employee,28.49,701,248,8147933,5619,MFA Enabled,Mitigated,Internal SOC
6616,2024-09-26 02:19:45,Telangana,Hyderabad,Retail,Reliance Retail,Business Email Compromise,2,Medium,Email Server,Sophos Intercept X,System Administrator,60.02,555,58,9435641,9660,MFA Enabled,Ongoing Investigation,Internal SOC
6617,2024-01-21 19:25:08,Tamil Nadu,Coimbatore,Education,ICICI Bank,Credential Theft,6,High,File Server,Fortinet FortiGate,System Administrator,72.19,259,170,8304783,5747,Password Reset,Recovered,NCIIPC
6618,2025-07-01 00:18:48,Karnataka,Bengaluru,Telecommunications,ICICI Bank,SQL Injection,4,High,Database Server,Sophos Intercept X,HR Executive,55.7,242,206,1300378,2780,Endpoint Isolation,Ongoing Investigation,NCIIPC
6619,2025-05-06 00:13:41,Gujarat,Surat,Healthcare,Airtel,XSS,3,High,Database Server,Fortinet FortiGate,Finance Manager,21.67,346,156,2798121,4012,Backup Restored,Ongoing Investigation,NCIIPC
6620,2024-05-16 14:21:30,Odisha,Cuttack,Banking,BSNL,Business Email Compromise,9,High,VPN Gateway,Microsoft Defender XDR,Database Administrator,68.98,58,153,9880252,4393,MFA Enabled,Contained,NCIIPC
6621,2025-09-13 00:51:23,Tamil Nadu,Chennai,Government,HDFC Bank,Phishing,1,Medium,Email Server,IBM QRadar,Network Engineer,6.68,654,100,3412753,6197,Backup Restored,Resolved,Internal SOC
6622,2024-07-05 01:43:25,Tamil Nadu,Coimbatore,Manufacturing,SBI,Business Email Compromise,5,High,Cloud Infrastructure,CrowdStrike Falcon,Finance Manager,55.86,142,175,8321794,1392,MFA Enabled,Contained,Internal SOC
6623,2025-06-03 15:29:40,Telangana,Karimnagar,Education,Tech Mahindra,XSS,1,Medium,ATM Network,Microsoft Defender XDR,HR Executive,15.02,157,196,9822936,6323,Patch Applied,Recovered,State Cyber Crime Cell
6624,2024-01-13 15:56:43,Kerala,Kochi,Manufacturing,Tech Mahindra,Brute Force,10,High,Email Server,Cisco Secure Endpoint,Employee,59.77,501,159,8470832,4828,Endpoint Isolation,Contained,State Cyber Crime Cell
6625,2025-12-15 14:47:17,Gujarat,Surat,Education,HDFC Bank,Phishing,6,High,Payment Gateway,Cisco Secure Endpoint,Finance Manager,49.62,611,134,5536170,2573,MFA Enabled,Resolved,CERT-In
6626,2025-11-29 08:09:55,Maharashtra,Nagpur,Healthcare,SBI,Phishing,3,High,HRMS,Sophos Intercept X,Employee,26.9,662,119,2954909,9587,Patch Applied,Contained,CERT-In
6627,2024-06-16 01:19:36,Odisha,Cuttack,Manufacturing,Reliance Retail,Ransomware,8,High,ERP System,Microsoft Defender XDR,Employee,8.86,119,89,1405991,6716,MFA Enabled,Contained,State Cyber Crime Cell
6628,2025-12-07 14:03:40,Odisha,Cuttack,Education,NPCI,Phishing,8,High,Cloud Infrastructure,SentinelOne,HR Executive,45.48,41,157,8103009,5853,Password Reset,Ongoing Investigation,State Cyber Crime Cell
6629,2024-02-09 23:48:02,Kerala,Thiruvananthapuram,Energy,ICICI Bank,DDoS,7,High,ERP System,Splunk Enterprise Security,Employee,60.88,585,132,7111667,227,Threat Hunting,Mitigated,CERT-In
6630,2025-03-10 16:12:45,Telangana,Hyderabad,Education,Tech Mahindra,Data Breach,10,High,Cloud Infrastructure,Sophos Intercept X,Database Administrator,37.18,404,231,6960681,8174,Password Reset,Mitigated,NCIIPC
6631,2024-04-17 19:16:50,Delhi,New Delhi,Banking,Tech Mahindra,Brute Force,10,High,HRMS,SentinelOne,Finance Manager,26.35,82,234,6560414,5666,Network Isolation,Ongoing Investigation,NCIIPC
6632,2024-05-27 22:27:40,West Bengal,Siliguri,Insurance,NIC,Phishing,7,High,VPN Gateway,IBM QRadar,Database Administrator,4.43,567,97,3773759,1219,Endpoint Isolation,Recovered,State Cyber Crime Cell
6633,2025-05-31 23:35:31,Karnataka,Hubballi,Telecommunications,Tech Mahindra,Malware,4,High,ATM Network,Cisco Secure Endpoint,Security Analyst,72.24,718,81,5329566,5843,Password Reset,Mitigated,Internal SOC
6634,2025-10-06 22:42:53,Kerala,Thiruvananthapuram,Healthcare,Infosys,Credential Theft,9,High,ERP System,SentinelOne,Employee,71.73,506,187,3024801,3254,MFA Enabled,Contained,Internal SOC
6635,2024-10-26 16:34:01,Gujarat,Ahmedabad,Retail,Airtel,Insider Threat,4,High,Payment Gateway,Cisco Secure Endpoint,System Administrator,34.72,632,257,182763,3868,Threat Hunting,Resolved,CERT-In
6636,2025-05-17 19:26:49,Telangana,Karimnagar,Healthcare,BSNL,DDoS,2,Medium,ATM Network,Sophos Intercept X,Security Analyst,50.51,630,109,4299778,413,Endpoint Isolation,Contained,NCIIPC
6637,2024-09-21 17:48:41,Andhra Pradesh,Tirupati,Energy,Tech Mahindra,Credential Theft,6,High,HRMS,SentinelOne,Database Administrator,64.65,266,42,3103524,4415,Backup Restored,Mitigated,Internal SOC
6638,2024-11-22 23:05:56,Kerala,Thiruvananthapuram,Telecommunications,Apollo Hospitals,SQL Injection,7,High,Web Application,Microsoft Defender XDR,System Administrator,60.84,569,254,3519115,7518,Endpoint Isolation,Resolved,CERT-In
6639,2024-03-10 19:19:09,Odisha,Cuttack,Energy,Infosys,Ransomware,6,High,File Server,Sophos Intercept X,Network Engineer,12.86,279,215,1695706,4443,Password Reset,Recovered,CERT-In
6640,2025-09-11 14:55:01,Andhra Pradesh,Kakinada,Retail,HDFC Bank,SQL Injection,7,High,Web Application,Microsoft Defender XDR,Security Analyst,27.45,283,284,1472274,6107,Threat Hunting,Ongoing Investigation,CERT-In
6641,2025-06-17 13:28:25,Kerala,Thiruvananthapuram,Manufacturing,LIC,Credential Theft,5,High,Database Server,SentinelOne,System Administrator,13.51,607,81,6390981,1059,Firewall Rules Updated,Recovered,CERT-In
6642,2025-09-24 09:15:03,Maharashtra,Mumbai,IT Services,Wipro,SQL Injection,4,High,HRMS,Splunk Enterprise Security,HR Executive,58.11,104,202,1021711,6410,Network Isolation,Resolved,Internal SOC
6643,2024-06-08 08:34:02,Tamil Nadu,Chennai,Energy,NPCI,XSS,6,High,ATM Network,Cisco Secure Endpoint,System Administrator,47.43,18,18,2911788,9924,Threat Hunting,Ongoing Investigation,CERT-In
6644,2025-06-22 22:22:42,Tamil Nadu,Salem,Banking,HDFC Bank,Ransomware,10,High,ERP System,Cisco Secure Endpoint,System Administrator,35.53,306,35,5706694,8558,Patch Applied,Resolved,Internal SOC
6645,2024-10-26 03:13:56,Odisha,Bhubaneswar,Banking,BSNL,SQL Injection,9,High,ATM Network,Microsoft Defender XDR,Security Analyst,10.67,170,209,285735,2439,Password Reset,Recovered,NCIIPC
6646,2024-07-07 00:39:17,Gujarat,Vadodara,IT Services,TCS,Malware,6,High,HRMS,Splunk Enterprise Security,Database Administrator,29.53,683,160,329757,4069,MFA Enabled,Contained,State Cyber Crime Cell
6647,2025-04-03 10:36:32,Gujarat,Ahmedabad,Education,Wipro,Malware,1,Low,Email Server,Microsoft Sentinel,System Administrator,0.23,308,33,7041273,7413,Backup Restored,Mitigated,State Cyber Crime Cell
6648,2025-08-18 02:51:43,Delhi,New Delhi,Banking,BSNL,Brute Force,8,High,Database Server,Fortinet FortiGate,Database Administrator,22.11,619,11,4952564,590,Firewall Rules Updated,Ongoing Investigation,CERT-In
6649,2025-01-26 02:48:00,Karnataka,Hubballi,Energy,Wipro,DDoS,2,Medium,VPN Gateway,Sophos Intercept X,System Administrator,66.47,255,300,8475479,774,Network Isolation,Resolved,CERT-In
6650,2025-03-05 15:45:21,Maharashtra,Mumbai,Telecommunications,TCS,Zero-Day Exploit,10,High,ATM Network,SentinelOne,Network Engineer,60.45,410,82,2048142,1515,MFA Enabled,Recovered,Internal SOC
6651,2024-06-12 04:43:00,Telangana,Warangal,Insurance,NPCI,Ransomware,1,Medium,VPN Gateway,Palo Alto Cortex XDR,Finance Manager,13.15,665,228,856596,6344,MFA Enabled,Contained,CERT-In
6652,2025-10-28 18:07:25,Gujarat,Vadodara,Government,NIC,Business Email Compromise,7,High,Cloud Infrastructure,Microsoft Sentinel,Network Engineer,22.96,113,208,4332627,9280,MFA Enabled,Contained,State Cyber Crime Cell
6653,2025-07-19 16:24:21,Delhi,New Delhi,Retail,ICICI Bank,XSS,3,Medium,Email Server,SentinelOne,HR Executive,5.76,554,296,6312841,1224,Password Reset,Ongoing Investigation,CERT-In
6654,2024-11-01 22:31:17,Delhi,New Delhi,Government,Reliance Retail,Credential Theft,1,Medium,Payment Gateway,Splunk Enterprise Security,Network Engineer,35.64,716,83,2658666,715,Endpoint Isolation,Contained,State Cyber Crime Cell
6655,2025-11-29 19:18:24,Gujarat,Vadodara,Government,Reliance Retail,Credential Theft,1,Medium,Payment Gateway,Palo Alto Cortex XDR,Security Analyst,22.53,444,153,7910958,7958,Firewall Rules Updated,Recovered,State Cyber Crime Cell
6656,2024-10-23 10:45:39,Odisha,Bhubaneswar,Education,NIC,SQL Injection,5,High,VPN Gateway,Fortinet FortiGate,Security Analyst,50.2,628,245,579851,8039,Threat Hunting,Ongoing Investigation,CERT-In
6657,2025-03-21 09:39:50,Karnataka,Hubballi,Education,SBI,Insider Threat,10,High,Payment Gateway,Splunk Enterprise Security,Database Administrator,14.37,383,142,1203869,8654,MFA Enabled,Recovered,CERT-In
6658,2025-01-30 01:52:04,Telangana,Hyderabad,Government,NIC,Credential Theft,2,High,Email Server,Fortinet FortiGate,Database Administrator,64.54,668,153,2966895,1972,Network Isolation,Ongoing Investigation,CERT-In
6659,2025-06-17 00:44:39,Delhi,New Delhi,Banking,Wipro,Ransomware,10,High,ERP System,CrowdStrike Falcon,HR Executive,52.51,215,153,8420327,2366,Backup Restored,Ongoing Investigation,NCIIPC
6660,2024-06-06 18:13:20,Gujarat,Ahmedabad,Manufacturing,Reliance Retail,Business Email Compromise,4,Medium,Cloud Infrastructure,Sophos Intercept X,Network Engineer,11.17,644,54,9388875,1892,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell
6661,2024-11-05 06:30:21,Andhra Pradesh,Tirupati,IT Services,Reliance Retail,Data Breach,5,High,HRMS,Microsoft Defender XDR,System Administrator,49.2,664,270,7255463,627,Patch Applied,Resolved,State Cyber Crime Cell
6662,2024-08-13 08:19:46,Telangana,Nizamabad,Manufacturing,BSNL,Insider Threat,4,Medium,VPN Gateway,Splunk Enterprise Security,System Administrator,22.71,21,41,8639787,6728,MFA Enabled,Mitigated,CERT-In
6663,2025-07-11 01:45:04,Delhi,New Delhi,Energy,Tech Mahindra,Data Breach,2,Medium,ATM Network,SentinelOne,Employee,46.72,189,76,7912819,2761,Patch Applied,Recovered,NCIIPC
6664,2025-12-19 21:50:09,Andhra Pradesh,Vijayawada,Telecommunications,Airtel,Malware,7,High,Payment Gateway,Palo Alto Cortex XDR,Employee,22.76,356,51,8015214,4991,MFA Enabled,Contained,Internal SOC
6665,2025-09-05 13:50:38,Delhi,New Delhi,Energy,BSNL,Credential Theft,7,High,Web Application,Splunk Enterprise Security,Finance Manager,57.54,214,164,864407,734,Password Reset,Resolved,NCIIPC
6666,2025-01-20 19:51:21,Delhi,New Delhi,Healthcare,TCS,XSS,4,High,VPN Gateway,Splunk Enterprise Security,Network Engineer,70.7,596,108,4959294,1140,Threat Hunting,Contained,Internal SOC
6667,2025-06-07 21:37:57,Gujarat,Vadodara,Banking,SBI,Business Email Compromise,2,Medium,Email Server,Palo Alto Cortex XDR,Employee,39.43,489,12,7955792,3155,Threat Hunting,Contained,State Cyber Crime Cell
6668,2024-11-29 17:02:18,Telangana,Warangal,Healthcare,HDFC Bank,DDoS,10,High,ATM Network,SentinelOne,System Administrator,69.94,263,152,3546297,4739,Network Isolation,Recovered,State Cyber Crime Cell
6669,2024-05-02 10:40:02,Gujarat,Ahmedabad,Telecommunications,Infosys,Ransomware,2,Medium,ERP System,Microsoft Sentinel,Employee,42.05,164,171,8174569,8047,Threat Hunting,Resolved,Internal SOC
6670,2024-01-14 18:55:41,Delhi,New Delhi,IT Services,Infosys,Malware,4,High,Cloud Infrastructure,Palo Alto Cortex XDR,Employee,69.52,688,171,8824680,2292,Firewall Rules Updated,Recovered,State Cyber Crime Cell
6671,2025-05-01 10:06:46,Kerala,Kochi,IT Services,Infosys,Data Breach,5,High,HRMS,Sophos Intercept X,System Administrator,36.4,292,31,7129670,73,Endpoint Isolation,Resolved,NCIIPC
6672,2024-09-10 08:52:43,Delhi,New Delhi,IT Services,Reliance Retail,XSS,5,High,HRMS,Palo Alto Cortex XDR,Employee,38.24,247,265,4339425,7452,Password Reset,Resolved,State Cyber Crime Cell
6673,2025-07-23 06:27:42,Kerala,Kochi,Education,Reliance Retail,Insider Threat,10,High,ERP System,SentinelOne,Network Engineer,19.75,118,281,8452872,175,Backup Restored,Resolved,State Cyber Crime Cell
6674,2025-05-21 18:58:10,Odisha,Cuttack,Insurance,SBI,Insider Threat,9,High,Email Server,Cisco Secure Endpoint,Employee,14.47,533,145,1107206,3913,Patch Applied,Ongoing Investigation,CERT-In
6675,2025-07-19 09:40:11,Kerala,Kochi,Education,Infosys,DDoS,3,Medium,HRMS,IBM QRadar,Database Administrator,11.18,225,23,5574996,2313,Patch Applied,Recovered,Internal SOC
6676,2024-04-22 03:49:32,Kerala,Thiruvananthapuram,Retail,LIC,Ransomware,1,Medium,Payment Gateway,SentinelOne,HR Executive,61.89,65,220,7407082,5949,Endpoint Isolation,Ongoing Investigation,CERT-In
6677,2025-06-30 14:22:06,Tamil Nadu,Salem,Manufacturing,Airtel,SQL Injection,6,High,ATM Network,CrowdStrike Falcon,Finance Manager,36.45,363,62,5217029,339,Endpoint Isolation,Ongoing Investigation,Internal SOC
6678,2025-03-22 09:44:30,Gujarat,Surat,Government,ICICI Bank,Brute Force,6,High,Cloud Infrastructure,IBM QRadar,Network Engineer,40.27,278,5,5777479,4502,Password Reset,Contained,NCIIPC
6679,2024-10-06 23:50:27,Andhra Pradesh,Kakinada,Insurance,Apollo Hospitals,Credential Theft,9,High,ERP System,CrowdStrike Falcon,Employee,16.55,194,143,4763727,8713,Firewall Rules Updated,Resolved,Internal SOC
6680,2025-10-06 11:29:51,Telangana,Nizamabad,IT Services,TCS,Business Email Compromise,7,High,ATM Network,SentinelOne,Security Analyst,41.46,363,59,5605056,1316,Firewall Rules Updated,Ongoing Investigation,NCIIPC
6681,2025-09-17 11:25:10,Odisha,Cuttack,Healthcare,NPCI,SQL Injection,4,High,Email Server,Microsoft Sentinel,Security Analyst,65.96,419,238,5777589,1932,Network Isolation,Contained,Internal SOC
6682,2025-09-01 09:38:34,Karnataka,Bengaluru,Telecommunications,NIC,SQL Injection,7,High,ERP System,Palo Alto Cortex XDR,System Administrator,5.38,680,49,2559658,7268,Endpoint Isolation,Ongoing Investigation,CERT-In
6683,2024-05-27 09:47:03,Karnataka,Hubballi,Education,TCS,Business Email Compromise,7,High,Web Application,CrowdStrike Falcon,Finance Manager,11.67,308,23,5770386,2197,MFA Enabled,Resolved,State Cyber Crime Cell
6684,2024-03-01 15:54:02,Andhra Pradesh,Visakhapatnam,Education,HDFC Bank,SQL Injection,7,High,Email Server,Palo Alto Cortex XDR,Security Analyst,2.87,366,280,5458511,7336,Threat Hunting,Ongoing Investigation,NCIIPC
6685,2025-10-29 03:53:48,Kerala,Thiruvananthapuram,Retail,Apollo Hospitals,Business Email Compromise,9,High,ERP System,Sophos Intercept X,Finance Manager,0.31,364,154,9308341,1629,Endpoint Isolation,Contained,State Cyber Crime Cell
6686,2024-04-15 20:31:56,Karnataka,Bengaluru,Healthcare,TCS,Credential Theft,5,High,Database Server,CrowdStrike Falcon,System Administrator,57.08,99,126,1865667,8637,Firewall Rules Updated,Resolved,NCIIPC
6687,2025-02-14 13:34:03,Kerala,Kochi,Manufacturing,Wipro,Insider Threat,7,High,File Server,SentinelOne,Security Analyst,51.03,102,203,6046817,3125,Network Isolation,Recovered,CERT-In
6688,2025-01-11 11:25:56,Odisha,Cuttack,Education,SBI,Insider Threat,5,High,VPN Gateway,SentinelOne,Employee,54.79,277,271,7236382,631,Password Reset,Recovered,Internal SOC
6689,2024-12-27 02:49:54,Andhra Pradesh,Kakinada,Insurance,Airtel,Data Breach,9,High,Payment Gateway,Microsoft Sentinel,System Administrator,68.9,610,255,7661059,4084,Firewall Rules Updated,Contained,CERT-In
6690,2024-07-26 14:32:25,Karnataka,Mysuru,Energy,SBI,Credential Theft,7,High,VPN Gateway,Palo Alto Cortex XDR,System Administrator,64.2,534,79,9295627,9758,Endpoint Isolation,Contained,State Cyber Crime Cell
6691,2025-02-08 16:21:34,Tamil Nadu,Salem,Telecommunications,Airtel,Phishing,3,High,Email Server,Microsoft Defender XDR,System Administrator,57.72,325,96,6377071,6620,Endpoint Isolation,Mitigated,CERT-In
