Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency,Severity_Norm,Loss_Norm,Data_Norm,Users_Norm,Response_Norm,TSI_Score
6067,2024-01-28 01:45:25,Gujarat,Vadodara,IT Services,TCS,XSS,9,High,VPN Gateway,SentinelOne,Database Administrator,31.24,75,110,4710957,5505,Backup Restored,Mitigated,Internal SOC,0.9,0.4684385064835077,0.41497326203208557,0.5502301380828497,0.3559322033898305,0.61
6068,2024-02-29 08:13:33,Andhra Pradesh,Kakinada,Healthcare,Apollo Hospitals,SQL Injection,7,High,Web Application,Sophos Intercept X,Network Engineer,28.42,164,159,6399112,6068,Password Reset,Recovered,State Cyber Crime Cell,0.7,0.6381152175984427,0.3772727272727273,0.6065639383630178,0.5220338983050847,0.59
6069,2025-05-03 09:37:02,Odisha,Bhubaneswar,Telecommunications,Apollo Hospitals,Credential Theft,8,High,VPN Gateway,SentinelOne,HR Executive,31.08,449,196,9604318,6699,Endpoint Isolation,Contained,State Cyber Crime Cell,0.8,0.9602709512401143,0.4128342245989305,0.6697018210926556,0.6474576271186441,0.73
6070,2025-09-05 06:59:23,West Bengal,Siliguri,Retail,Apollo Hospitals,Malware,4,High,HRMS,Cisco Secure Endpoint,System Administrator,32.66,275,271,8809904,9809,Threat Hunting,Resolved,Internal SOC,0.4,0.8804242814830956,0.43395721925133685,0.9808885331198719,0.9016949152542373,0.64
6071,2025-08-24 03:32:16,Gujarat,Ahmedabad,Government,NPCI,Malware,5,High,File Server,Palo Alto Cortex XDR,Security Analyst,24.12,587,100,2441588,3967,Password Reset,Ongoing Investigation,State Cyber Crime Cell,0.5,0.2403438894452684,0.3197860962566845,0.39633780268160895,0.3220338983050847,0.37
6072,2024-09-04 01:38:08,West Bengal,Siliguri,IT Services,BSNL,Credential Theft,7,High,Email Server,SentinelOne,HR Executive,7.33,310,14,4243556,2029,Patch Applied,Mitigated,NCIIPC,0.7,0.4214599621840614,0.09532085561497326,0.20242145287172303,0.030508474576271188,0.39
6073,2025-10-09 12:06:23,Tamil Nadu,Madurai,Retail,Tech Mahindra,Phishing,10,High,ATM Network,Cisco Secure Endpoint,Security Analyst,56.04,62,35,4149830,6847,Threat Hunting,Contained,Internal SOC,1.0,0.41203954792947084,0.7465240641711229,0.6845107064238544,0.1016949152542373,0.68
6074,2025-09-13 22:06:16,Kerala,Thiruvananthapuram,Manufacturing,SBI,Data Breach,9,High,Web Application,Fortinet FortiGate,Finance Manager,64.54,571,276,7025452,5008,Password Reset,Resolved,Internal SOC,0.9,0.7010687445196842,0.8601604278074867,0.500500300180108,0.9186440677966101,0.8
6075,2024-07-16 09:51:25,Tamil Nadu,Madurai,Banking,NIC,Malware,3,Medium,VPN Gateway,Splunk Enterprise Security,HR Executive,62.82,213,36,488471,5380,Endpoint Isolation,Recovered,Internal SOC,0.3,0.04403580814783515,0.8371657754010695,0.537722633580148,0.10508474576271186,0.35
6076,2024-07-19 23:27:21,Tamil Nadu,Madurai,Retail,Apollo Hospitals,Phishing,7,High,ATM Network,Sophos Intercept X,HR Executive,49.06,689,41,6292665,8356,Password Reset,Recovered,State Cyber Crime Cell,0.7,0.6274162137344305,0.6532085561497326,0.8355013007804682,0.12203389830508475,0.63
6077,2024-07-26 15:21:09,Telangana,Warangal,IT Services,Reliance Retail,Credential Theft,2,Medium,VPN Gateway,SentinelOne,System Administrator,18.93,436,105,3320764,949,Endpoint Isolation,Contained,NCIIPC,0.2,0.3287100004784283,0.2504010695187166,0.09435661396838103,0.3389830508474576,0.25
6078,2024-10-30 15:17:51,West Bengal,Siliguri,Government,SBI,Ransomware,4,High,File Server,IBM QRadar,Network Engineer,47.42,59,121,879904,4426,Patch Applied,Ongoing Investigation,Internal SOC,0.4,0.0833787974242063,0.6312834224598931,0.44226535921552934,0.39322033898305087,0.37
6079,2024-01-29 13:10:13,Kerala,Thiruvananthapuram,Education,LIC,SQL Injection,5,High,HRMS,Sophos Intercept X,Database Administrator,33.54,106,276,7694315,6005,Firewall Rules Updated,Ongoing Investigation,NCIIPC,0.5,0.7682962645201987,0.4457219251336898,0.6002601560936562,0.9186440677966101,0.61
6080,2024-03-07 00:36:29,Delhi,New Delhi,Insurance,HDFC Bank,Data Breach,7,High,Cloud Infrastructure,SentinelOne,HR Executive,50.63,340,281,2630324,232,Password Reset,Contained,NCIIPC,0.7,0.2593137729861686,0.6741978609625668,0.02261356814088453,0.9355932203389831,0.54
6081,2025-01-19 06:38:23,Telangana,Karimnagar,Education,LIC,Ransomware,6,High,Web Application,Sophos Intercept X,Employee,46.24,154,54,7570937,5771,Threat Hunting,Resolved,NCIIPC,0.6,0.7558955233181536,0.6155080213903743,0.5768461076645988,0.16610169491525423,0.6
6082,2024-07-27 16:29:03,Telangana,Warangal,Banking,TCS,Zero-Day Exploit,5,High,Payment Gateway,Microsoft Sentinel,System Administrator,61.22,468,23,4561638,1399,Endpoint Isolation,Recovered,Internal SOC,0.5,0.4534304314981118,0.8157754010695187,0.13938363017810687,0.061016949152542375,0.47
6083,2025-07-21 00:07:00,Delhi,New Delhi,Telecommunications,LIC,Credential Theft,8,High,Database Server,Sophos Intercept X,Security Analyst,13.86,135,161,5867852,7163,Patch Applied,Ongoing Investigation,State Cyber Crime Cell,0.8,0.5847181956739628,0.18262032085561497,0.716129677806684,0.5288135593220339,0.59
6084,2025-09-19 07:42:19,Telangana,Warangal,Manufacturing,Infosys,Data Breach,8,High,Email Server,CrowdStrike Falcon,Database Administrator,17.39,32,263,1473285,5951,Firewall Rules Updated,Mitigated,Internal SOC,0.8,0.14301961033421232,0.22981283422459894,0.5948569141484891,0.8745762711864407,0.51
6085,2025-12-10 07:32:46,Gujarat,Surat,Healthcare,SBI,Brute Force,10,High,Email Server,Sophos Intercept X,Employee,23.13,119,177,1591256,5185,Patch Applied,Contained,Internal SOC,1.0,0.1548768931589174,0.30655080213903746,0.5182109265559336,0.5830508474576271,0.56
6086,2024-08-13 19:02:33,Tamil Nadu,Coimbatore,Energy,LIC,Credential Theft,2,High,Web Application,Splunk Enterprise Security,HR Executive,58.31,454,163,4978294,3172,Threat Hunting,Contained,CERT-In,0.2,0.4953085882706264,0.7768716577540107,0.31679007404442666,0.535593220338983,0.43
6087,2025-11-28 17:10:18,Tamil Nadu,Madurai,Banking,BSNL,Credential Theft,9,High,Web Application,Microsoft Sentinel,System Administrator,0.56,678,64,9995669,1500,Threat Hunting,Contained,Internal SOC,0.9,0.9996056986842418,0.004812834224598931,0.14948969381628976,0.2,0.6
6088,2024-09-11 00:56:01,Andhra Pradesh,Visakhapatnam,Education,Infosys,Phishing,6,High,Cloud Infrastructure,Cisco Secure Endpoint,System Administrator,31.23,370,289,1690308,4202,Password Reset,Ongoing Investigation,State Cyber Crime Cell,0.6,0.1648326244687536,0.4148395721925134,0.419851911146688,0.9627118644067797,0.47
6089,2025-01-24 12:52:17,Tamil Nadu,Salem,Banking,TCS,Data Breach,10,High,File Server,Microsoft Sentinel,System Administrator,26.6,84,140,222958,3481,Password Reset,Resolved,NCIIPC,1.0,0.017349056873064927,0.35294117647058826,0.3477086251751051,0.4576271186440678,0.51
6090,2025-01-30 23:49:02,West Bengal,Kolkata,Energy,Reliance Retail,DDoS,2,Medium,VPN Gateway,SentinelOne,Database Administrator,33.4,695,58,6962168,8745,Password Reset,Recovered,State Cyber Crime Cell,0.2,0.6947080602305059,0.4438502673796791,0.8744246547928757,0.17966101694915254,0.44
6091,2025-11-15 11:38:18,Odisha,Bhubaneswar,Government,SBI,Phishing,7,High,ATM Network,Sophos Intercept X,System Administrator,62.15,27,49,4501635,7336,Firewall Rules Updated,Ongoing Investigation,NCIIPC,0.7,0.44739952100883246,0.8282085561497325,0.7334400640384231,0.14915254237288136,0.61
6092,2025-03-11 21:41:47,Telangana,Hyderabad,Telecommunications,NIC,Data Breach,8,High,HRMS,Sophos Intercept X,HR Executive,10.45,665,126,2806077,6868,Network Isolation,Mitigated,State Cyber Crime Cell,0.8,0.27697873325852695,0.13703208556149732,0.6866119671803081,0.4101694915254237,0.49
6093,2025-10-06 13:19:13,Tamil Nadu,Madurai,Banking,LIC,Phishing,5,High,Payment Gateway,Fortinet FortiGate,Employee,5.52,318,102,8771326,3114,Password Reset,Mitigated,Internal SOC,0.5,0.8765468009428656,0.07112299465240642,0.3109865919551731,0.3288135593220339,0.47
6094,2024-11-17 10:28:56,Kerala,Kochi,Energy,HDFC Bank,Credential Theft,5,High,ERP System,IBM QRadar,Employee,32.03,356,15,4158624,186,Patch Applied,Ongoing Investigation,Internal SOC,0.5,0.4129234341825369,0.4255347593582888,0.018010806483890335,0.03389830508474576,0.37
6095,2024-03-24 17:36:37,Gujarat,Vadodara,Insurance,Tech Mahindra,Phishing,3,Medium,ATM Network,Sophos Intercept X,HR Executive,3.94,350,68,210189,796,Endpoint Isolation,Ongoing Investigation,NCIIPC,0.3,0.016065642776476284,0.049999999999999996,0.07904742845707424,0.2135593220338983,0.15
6096,2025-09-15 10:21:11,Telangana,Hyderabad,IT Services,Infosys,Brute Force,1,Medium,File Server,Microsoft Defender XDR,Security Analyst,3.4,678,96,5928622,5477,Firewall Rules Updated,Recovered,CERT-In,0.1,0.5908261974477659,0.0427807486631016,0.5474284570742446,0.30847457627118646,0.28
6097,2024-04-07 23:47:33,Gujarat,Surat,IT Services,Infosys,Data Breach,1,Low,Web Application,Fortinet FortiGate,System Administrator,2.06,158,85,3060485,3470,Password Reset,Recovered,NCIIPC,0.1,0.3025493193251668,0.02486631016042781,0.3466079647788673,0.2711864406779661,0.18
6098,2025-04-28 18:26:44,Kerala,Kochi,Energy,NPCI,Credential Theft,10,High,Email Server,Sophos Intercept X,Network Engineer,8.94,16,131,1080285,9752,Endpoint Isolation,Resolved,NCIIPC,1.0,0.10351912165386637,0.11684491978609626,0.97518511106664,0.4271186440677966,0.54
6099,2024-05-10 09:00:16,Karnataka,Hubballi,Insurance,NIC,Brute Force,7,High,ATM Network,Cisco Secure Endpoint,HR Executive,5.73,690,111,480795,6773,Endpoint Isolation,Recovered,NCIIPC,0.7,0.04326429224170198,0.07393048128342247,0.677106263758255,0.3593220338983051,0.37
6100,2024-08-07 18:43:35,Telangana,Warangal,IT Services,Wipro,SQL Injection,3,Medium,Database Server,Palo Alto Cortex XDR,Database Administrator,43.8,68,266,7734300,7625,Threat Hunting,Resolved,CERT-In,0.3,0.7723151628405133,0.5828877005347594,0.7623574144486692,0.8847457627118644,0.58
6101,2024-11-29 17:03:29,Gujarat,Vadodara,Healthcare,Apollo Hospitals,Credential Theft,9,High,File Server,Sophos Intercept X,System Administrator,55.76,466,275,9405515,9973,Patch Applied,Contained,CERT-In,0.9,0.9402892320260715,0.7427807486631016,0.9972983790274165,0.9152542372881356,0.89
6102,2024-10-12 19:43:11,Gujarat,Surat,Insurance,BSNL,XSS,10,High,Web Application,SentinelOne,Employee,33.27,95,217,3540267,3336,Password Reset,Ongoing Investigation,Internal SOC,1.0,0.35077227978326797,0.44211229946524067,0.3331999199519712,0.7186440677966102,0.63
6103,2024-12-22 12:45:28,Karnataka,Hubballi,Telecommunications,NIC,Malware,8,High,HRMS,IBM QRadar,Employee,14.73,108,80,9955867,8041,Endpoint Isolation,Contained,NCIIPC,0.8,0.9956051937212516,0.19425133689839574,0.8039823894336602,0.2542372881355932,0.67
6104,2024-08-30 13:27:46,Kerala,Kochi,Retail,BSNL,DDoS,2,Medium,ATM Network,IBM QRadar,Finance Manager,6.89,243,188,1793495,9316,MFA Enabled,Ongoing Investigation,NCIIPC,0.2,0.17520396524600262,0.08943850267379679,0.9315589353612167,0.6203389830508474,0.29
6105,2024-10-02 11:45:20,Kerala,Kochi,Insurance,SBI,Data Breach,5,High,File Server,Palo Alto Cortex XDR,Finance Manager,24.5,258,97,2695141,4180,MFA Enabled,Mitigated,NCIIPC,0.5,0.2658285393342449,0.32486631016042783,0.41765059035421254,0.31186440677966104,0.38
6106,2025-10-22 17:54:36,Tamil Nadu,Madurai,Insurance,SBI,Credential Theft,4,High,VPN Gateway,Sophos Intercept X,Security Analyst,32.73,541,285,4456081,2194,Password Reset,Recovered,CERT-In,0.4,0.44282088166698896,0.4348930481283422,0.21893135881528916,0.9491525423728814,0.45
6107,2025-03-11 13:32:06,Telangana,Karimnagar,Insurance,BSNL,Insider Threat,10,High,ERP System,IBM QRadar,System Administrator,30.68,571,14,4505476,7659,Firewall Rules Updated,Contained,Internal SOC,1.0,0.44778558049234696,0.4074866310160428,0.7657594556734041,0.030508474576271188,0.62
6108,2024-04-28 12:49:42,Andhra Pradesh,Visakhapatnam,Retail,Infosys,Business Email Compromise,1,Medium,Web Application,Microsoft Defender XDR,Finance Manager,22.5,412,207,6527309,1137,MFA Enabled,Contained,NCIIPC,0.1,0.6510003172100313,0.29812834224598933,0.11316790074044426,0.6847457627118644,0.34
6109,2025-03-02 07:09:06,Maharashtra,Pune,Government,SBI,Insider Threat,2,Medium,VPN Gateway,Palo Alto Cortex XDR,HR Executive,31.6,371,96,2281607,6975,Firewall Rules Updated,Resolved,Internal SOC,0.2,0.2242641752478882,0.41978609625668456,0.6973183910346208,0.30847457627118646,0.31
6110,2025-09-18 18:40:32,Andhra Pradesh,Vijayawada,Healthcare,Infosys,SQL Injection,1,Low,VPN Gateway,Palo Alto Cortex XDR,HR Executive,17.19,103,108,612544,2924,Backup Restored,Resolved,State Cyber Crime Cell,0.1,0.056506403903653385,0.2271390374331551,0.2919751851110666,0.34915254237288135,0.16
6111,2025-12-16 00:48:44,Karnataka,Bengaluru,IT Services,HDFC Bank,SQL Injection,1,Medium,File Server,Microsoft Defender XDR,Network Engineer,35.18,419,103,7796977,1155,Firewall Rules Updated,Mitigated,NCIIPC,0.1,0.7786148374690579,0.46764705882352936,0.1149689813888333,0.33220338983050846,0.37
6112,2024-03-14 17:41:04,Karnataka,Bengaluru,Healthcare,BSNL,Data Breach,8,High,Database Server,Microsoft Defender XDR,System Administrator,34.56,543,219,2490342,9795,Network Isolation,Ongoing Investigation,CERT-In,0.8,0.24524416126491622,0.45935828877005347,0.9794876926155693,0.7254237288135593,0.6
6113,2024-10-27 09:21:48,Odisha,Cuttack,Healthcare,LIC,Zero-Day Exploit,8,High,Database Server,Sophos Intercept X,Finance Manager,49.06,374,45,5022539,9086,Password Reset,Mitigated,Internal SOC,0.8,0.49975565982701803,0.6532085561497326,0.9085451270762458,0.13559322033898305,0.64
6114,2024-08-26 11:14:23,Delhi,New Delhi,Manufacturing,NIC,Data Breach,10,High,HRMS,IBM QRadar,System Administrator,25.53,262,42,6400095,3609,MFA Enabled,Ongoing Investigation,CERT-In,1.0,0.6382140190752181,0.3386363636363637,0.3605163097858715,0.12542372881355932,0.63
6115,2024-01-18 03:21:48,Maharashtra,Nashik,Insurance,Apollo Hospitals,Phishing,9,High,Payment Gateway,Fortinet FortiGate,Database Administrator,55.1,616,51,7566775,6068,MFA Enabled,Resolved,Internal SOC,0.9,0.7554772000767094,0.733957219251337,0.6065639383630178,0.15593220338983052,0.73
6116,2025-01-11 00:50:27,Gujarat,Surat,Government,LIC,Ransomware,8,High,Web Application,SentinelOne,Network Engineer,46.29,151,141,3966879,2604,Network Isolation,Mitigated,CERT-In,0.8,0.3936511156023513,0.6161764705882352,0.2599559735841505,0.4610169491525424,0.57
6117,2024-07-13 10:50:33,Maharashtra,Pune,Manufacturing,ICICI Bank,Credential Theft,9,High,ERP System,Splunk Enterprise Security,Database Administrator,16.02,606,96,5348092,6076,Endpoint Isolation,Resolved,NCIIPC,0.9,0.5324770404665923,0.21149732620320857,0.6073644186511907,0.30847457627118646,0.58
6118,2024-03-14 06:53:12,Delhi,New Delhi,Government,NIC,Insider Threat,4,High,File Server,Palo Alto Cortex XDR,HR Executive,48.91,548,218,5755663,5140,Firewall Rules Updated,Contained,State Cyber Crime Cell,0.4,0.5734420625325904,0.6512032085561497,0.5137082249349609,0.7220338983050848,0.54
6119,2024-06-30 16:18:23,Gujarat,Ahmedabad,Education,TCS,SQL Injection,1,Medium,VPN Gateway,SentinelOne,Employee,39.81,696,118,888971,9403,Firewall Rules Updated,Recovered,Internal SOC,0.1,0.08429012294803505,0.5295454545454545,0.940264158495097,0.38305084745762713,0.29
6120,2024-06-01 06:54:21,Kerala,Thiruvananthapuram,Education,Apollo Hospitals,Credential Theft,1,Medium,Web Application,IBM QRadar,Database Administrator,35.1,226,171,2342748,4308,Network Isolation,Mitigated,Internal SOC,0.1,0.23040946628708675,0.46657754010695185,0.43045827496497896,0.5627118644067797,0.29
6121,2025-12-20 21:54:22,Odisha,Cuttack,Telecommunications,NIC,Credential Theft,7,High,Database Server,SentinelOne,Network Engineer,38.57,308,54,8195139,6103,Threat Hunting,Recovered,NCIIPC,0.7,0.818634159540162,0.5129679144385026,0.6100660396237743,0.16610169491525423,0.63
6122,2024-09-20 14:28:08,Karnataka,Mysuru,Insurance,Reliance Retail,Brute Force,8,High,ATM Network,IBM QRadar,Employee,44.73,601,120,5202631,6264,Backup Restored,Recovered,CERT-In,0.8,0.5178567336372493,0.5953208556149732,0.626175705423254,0.3898305084745763,0.63
6123,2024-10-15 02:55:20,Odisha,Cuttack,Telecommunications,SBI,Malware,10,High,Payment Gateway,Microsoft Sentinel,Security Analyst,70.99,518,88,5110353,2895,MFA Enabled,Recovered,NCIIPC,1.0,0.5085818580788651,0.9463903743315507,0.28907344406643987,0.28135593220338984,0.72
6124,2025-05-28 03:23:43,Odisha,Cuttack,Banking,LIC,SQL Injection,5,High,File Server,Microsoft Sentinel,Security Analyst,50.48,602,128,7763751,4778,Endpoint Isolation,Resolved,State Cyber Crime Cell,0.5,0.7752752872479557,0.6721925133689839,0.4774864918951371,0.41694915254237286,0.59
6125,2024-12-24 01:55:31,Maharashtra,Pune,Retail,SBI,DDoS,7,High,HRMS,Microsoft Defender XDR,System Administrator,13.22,59,81,5551288,1700,Network Isolation,Resolved,State Cyber Crime Cell,0.7,0.5529003007665708,0.1740641711229947,0.16950170102061238,0.2576271186440678,0.46
6126,2024-08-03 16:27:38,Gujarat,Surat,Insurance,Wipro,XSS,6,High,Email Server,Splunk Enterprise Security,Network Engineer,19.76,607,209,3962306,6849,Threat Hunting,Recovered,State Cyber Crime Cell,0.6,0.393191482689539,0.2614973262032086,0.6847108264958975,0.6915254237288135,0.5
6127,2025-12-01 16:42:04,Tamil Nadu,Chennai,Telecommunications,Apollo Hospitals,SQL Injection,3,Medium,Email Server,Palo Alto Cortex XDR,HR Executive,14.9,557,25,8667701,8672,Backup Restored,Recovered,Internal SOC,0.3,0.8661314367202171,0.196524064171123,0.867120272163298,0.06779661016949153,0.45
6128,2024-01-30 07:00:11,Tamil Nadu,Chennai,IT Services,Reliance Retail,Credential Theft,1,Medium,Web Application,Cisco Secure Endpoint,Network Engineer,55.75,675,298,3986703,7044,Patch Applied,Contained,State Cyber Crime Cell,0.1,0.3956436288023492,0.7426470588235294,0.7042225335201121,0.9932203389830508,0.45
6129,2025-07-07 22:23:41,Odisha,Bhubaneswar,Healthcare,Wipro,Malware,5,High,Web Application,CrowdStrike Falcon,Finance Manager,15.46,651,122,9565476,4960,Firewall Rules Updated,Mitigated,Internal SOC,0.5,0.9563669360204655,0.2040106951871658,0.4956974184510706,0.39661016949152544,0.54
6130,2024-01-26 15:26:22,Telangana,Warangal,Telecommunications,Infosys,Brute Force,6,High,File Server,Microsoft Sentinel,Employee,42.62,693,33,634498,9531,Backup Restored,Contained,NCIIPC,0.6,0.05871300372168981,0.5671122994652406,0.9530718431058636,0.09491525423728814,0.44
6131,2024-11-10 17:43:35,Maharashtra,Nashik,Retail,LIC,Zero-Day Exploit,7,High,Payment Gateway,Sophos Intercept X,HR Executive,39.6,491,277,8340275,9934,Network Isolation,Resolved,NCIIPC,0.7,0.833221800570978,0.5267379679144385,0.9933960376225736,0.9220338983050848,0.75
6132,2025-11-23 00:51:47,Odisha,Cuttack,Retail,NPCI,Brute Force,10,High,HRMS,Microsoft Defender XDR,Finance Manager,46.12,27,27,2775662,9548,Firewall Rules Updated,Ongoing Investigation,State Cyber Crime Cell,1.0,0.273921717067146,0.613903743315508,0.9547728637182309,0.07457627118644068,0.64
6133,2025-05-18 17:42:11,Andhra Pradesh,Vijayawada,Government,Apollo Hospitals,Phishing,6,High,Web Application,IBM QRadar,System Administrator,44.77,547,153,8105746,4301,Threat Hunting,Contained,CERT-In,0.6,0.8096492557625484,0.595855614973262,0.4297578547128277,0.5016949152542373,0.62
6134,2025-04-08 09:13:35,West Bengal,Siliguri,Telecommunications,NIC,DDoS,1,Medium,Email Server,Fortinet FortiGate,HR Executive,11.49,387,5,1736061,502,Patch Applied,Ongoing Investigation,CERT-In,0.1,0.16943126533031053,0.15093582887700538,0.04962977786672003,0.0,0.11
6135,2025-03-03 03:30:14,Tamil Nadu,Madurai,Telecommunications,Apollo Hospitals,SQL Injection,9,High,Database Server,IBM QRadar,Network Engineer,9.08,173,225,4042554,4321,Endpoint Isolation,Contained,NCIIPC,0.9,0.40125722115167745,0.11871657754010696,0.43175905543325993,0.7457627118644068,0.56
